scenario,topology,step_index,source_time_s,timestamp_s,event_active,grid_voltage_pu,ups_output_voltage_pu,ups_mode,battery_energy_j,vfd_available_output_pu,vfd_tripped,motor_speed_rad_s,pump_flow_m3_s,pump_head_pa,pump_operating_point_residual_pa,upw_supply_pressure_pa,upw_tool_flow_m3_s,upw_temperature_k,upw_mass_balance_residual_m3_s,pressure_support,flow_support,hydraulic_support,effective_availability,dressing_availability,slurry_utility_availability,coolant_temperature_k,cooling_conductance_factor,cmp_mode,cmp_pad_surface_activity,cmp_interface_temperature_k,cmp_mrr_m_s,cmp_cumulative_removal_m
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,24,0.23,0.24,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49998497344419,0.0002000002822250329,199999.37177635735,5.820766091346741e-11,299999.40088018775,0.0001,293.15,-2.9167011687813993e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.502155529748945,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,25,0.24,0.25,False,1.0,1.0,GRID,3600000.0,1.0,False,188.499985724772,0.000200000269267465,199999.4008801878,5.820766091346741e-11,299999.42858703434,0.0001,293.15,8.370159231517708e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5022451413234535,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,26,0.25,0.26,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999864385334,0.0002000002569286709,199999.4285870343,-5.820766091346741e-11,299999.4550133124,0.0001,293.15,8.964535971184254e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.502334736750037,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,27,0.26,0.27,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49998711660672,0.00020000024515442886,199999.4550133124,0.0,299999.48027543724,0.0001,293.15,-2.2578648857256728e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5024243160316085,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,28,0.27,0.28,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49998776077638,0.00020000023389031817,199999.4802754372,-2.9103830456733704e-11,299999.50437340885,0.0001,293.15,-2.5581862583136824e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5025138791710805,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,29,0.28,0.29,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49998837273756,0.0002000002231399359,199999.50437340885,0.0,299999.52730722725,0.0001,293.15,8.099542699946803e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.502603426171365,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,30,0.29,0.3,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49998895410067,0.00020000021290669958,199999.52730722725,0.0,299999.54919330776,0.0001,293.15,5.884356191329038e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5026929570353735,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,31,0.3,0.31,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49998950639565,0.00020000020313564812,199999.54919330773,-2.9103830456733704e-11,299999.570089858,0.0001,293.15,1.5971375047151282e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5027824717660171,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,32,0.31,0.32,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999003107587,0.00020000019380076196,199999.57008985805,2.9103830456733704e-11,299999.5900550857,0.0001,293.15,-5.313347765240248e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5028719703662061,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,33,0.32,0.33,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999052952208,0.00020000018487586734,199999.59005508572,0.0,299999.6090307832,0.0001,293.15,8.465265852663434e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5029614528388505,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,34,0.33,0.34,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999100304598,0.00020000017639285145,199999.60903078318,0.0,299999.6271915734,0.0001,293.15,-4.1873934387202097e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5030509191868596,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,35,0.34,0.35000000000000003,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999145289368,0.0002000001682670473,199999.62719157335,-2.9103830456733704e-11,299999.64453745633,0.0001,293.15,-9.193399101888024e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5031403694131423,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,36,0.35000000000000003,0.36,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999188024898,0.0002000001605009669,199999.64453745636,2.9103830456733704e-11,299999.66106843203,0.0001,293.15,-6.527630985655148e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.503229803520607,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,37,0.36,0.37,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999228623653,0.00020000015309699687,199999.66106843197,-5.820766091346741e-11,299999.6767845005,0.0001,293.15,3.833776910299737e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5033192215121614,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,38,0.37,0.38,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999926719247,0.0002000001460574043,199999.67678450048,0.0,299999.691802077,0.0001,293.15,-1.9516451389007533e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5034086233907128,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,39,0.38,0.39,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999303832845,0.00020000013932613544,199999.691802077,0.0,299999.7061211616,0.0001,293.15,-1.161370576530749e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.503498009159168,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,40,0.39,0.4,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999338641203,0.0002000001329052364,199999.70612116155,-2.9103830456733704e-11,299999.71974175423,0.0001,293.15,6.22506193185944e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5035873788204331,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,41,0.4,0.41000000000000003,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999371709143,0.0002000001267966509,199999.71974175423,0.0,299999.7327802703,0.0001,293.15,-3.638051242639105e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5036767323774141,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,42,0.41000000000000003,0.42,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999403123687,0.00020000012094401813,199999.73278027028,0.0,299999.7452367097,0.0001,293.15,-8.031254410427255e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5037660698330159,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,43,0.42,0.43,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999432967502,0.00020000011534909216,199999.74523670977,5.820766091346741e-11,299999.75711107254,0.0001,293.15,-6.937006400082157e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5038553911901433,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,44,0.43,0.44,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999461319126,0.00020000011001353974,199999.75711107254,0.0,299999.76840335876,0.0001,293.15,-3.386399071314623e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5039446964517005,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,45,0.44,0.45,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999948825317,0.00020000010493894405,199999.76840335876,0.0,299999.779171776,0.0001,293.15,-1.5289353984270574e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.504033985620591,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,46,0.45,0.46,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999951384051,0.00020000010009770533,199999.77917177603,0.0,299999.789474532,0.0001,293.15,-6.946803137071487e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5041232586997179,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,47,0.46,0.47000000000000003,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999538148484,0.00020000009546214867,199999.789474532,0.0,299999.79925341904,0.0001,293.15,2.576984773575919e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5042125156919837,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,48,0.47000000000000003,0.48,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999956124106,0.00020000009106273535,199999.799253419,-2.9103830456733704e-11,299999.8085666448,0.0001,293.15,5.148980308962333e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5043017566002905,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,49,0.48,0.49,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999583179007,0.00020000008687165102,199999.8085666448,0.0,299999.8174724169,0.0001,293.15,2.0000172308226267e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5043909814275399,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,50,0.49,0.5,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999604020056,0.00020000008286101702,199999.81747241694,2.9103830456733704e-11,299999.8259707354,0.0001,293.15,-9.072055335689336e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5044801901766328,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,51,0.5,0.51,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999623819053,0.00020000007903199724,199999.82597073537,-2.9103830456733704e-11,299999.83406160027,0.0001,293.15,1.8389975848553892e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5045693828504697,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,52,0.51,0.52,False,1.0,1.0,GRID,3600000.0,1.0,False,188.499996426281,0.00020000007538569712,199999.83406160027,0.0,299999.8417450115,0.0001,293.15,8.44966560370641e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5046585594519506,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,53,0.52,0.53,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999660496695,0.00020000007192316722,199999.84174501145,-5.820766091346741e-11,299999.8490791768,0.0001,293.15,7.002733229443173e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5047477199839748,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,54,0.53,0.54,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999967747186,0.00020000006861630143,199999.84907917678,0.0,299999.8560640961,0.0001,293.15,8.858671798504507e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5048368644494413,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,55,0.54,0.55,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999693598267,0.00020000006546604774,199999.85606409606,-2.9103830456733704e-11,299999.86281618476,0.0001,293.15,-9.838179630770095e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5049259928512484,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,56,0.55,0.56,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999708918352,0.00020000006241509903,199999.8628161848,2.9103830456733704e-11,299999.86921902746,0.0001,293.15,-2.512687079887533e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.505015105192294,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,57,0.56,0.5700000000000001,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999723472433,0.0002000000595225185,199999.86921902746,0.0,299999.8752726242,0.0001,293.15,8.142716823077462e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5051042014754753,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,58,0.5700000000000001,0.58,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999973729881,0.00020000005678911885,199999.8752726242,0.0,299999.8810933903,0.0001,293.15,-1.7289812702207807e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5051932817036893,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,59,0.58,0.59,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999975043387,0.00020000005415746457,199999.88109339026,-2.9103830456733704e-11,299999.88668132573,0.0001,293.15,-9.419072553168516e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5052823458798321,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,60,0.59,0.6,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999762912176,0.00020000005162828914,199999.8866813257,-2.9103830456733704e-11,299999.8919200152,0.0001,293.15,8.944918807388099e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5053713940067995,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,61,0.6,0.61,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999774766567,0.00020000004926049706,199999.8919200152,-2.9103830456733704e-11,299999.89692587405,0.0001,293.15,6.803832519088075e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5054604260874869,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,62,0.61,0.62,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999786028238,0.0002000000469965426,199999.89692587405,0.0,299999.90169890225,0.0001,293.15,6.865275703612641e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5055494421247887,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,63,0.62,0.63,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999796726826,0.00020000004483705476,199999.90169890225,0.0,299999.9062390998,0.0001,293.15,9.13553835986573e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5056384421215994,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,64,0.63,0.64,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999806890486,0.00020000004278263094,199999.9062390998,0.0,299999.91060467437,0.0001,293.15,1.6880237713266105e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5057274260808124,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,65,0.64,0.65,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999981654596,0.00020000004080473474,199999.91060467437,0.0,299999.9147374183,0.0001,293.15,7.811470882027785e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5058163940053211,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,66,0.65,0.66,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999825718663,0.00020000003893300941,199999.91473741826,-2.9103830456733704e-11,299999.91869553924,0.0001,293.15,4.228209503440798e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5059053458980178,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,67,0.66,0.67,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999983443273,0.00020000003713886317,199999.9186955393,5.820766091346741e-11,299999.92253724486,0.0001,293.15,-9.63871665316845e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.505994281761795,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,68,0.67,0.68,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999842711094,0.00020000003539367883,199999.92253724483,-2.9103830456733704e-11,299999.92614611983,0.0001,293.15,1.4311937540038202e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5060832015995439,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,69,0.68,0.6900000000000001,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999985057554,0.00020000003375612646,199999.92614611983,0.0,299999.9296385795,0.0001,293.15,-9.123563883550708e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5061721054141558,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,70,0.6900000000000001,0.7000000000000001,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999858046763,0.00020000003216843744,199999.9296385795,0.0,299999.9328982085,0.0001,293.15,5.267529641639284e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5062609932085211,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,71,0.7000000000000001,0.71,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999865144426,0.00020000003068923664,199999.93289820853,2.9103830456733704e-11,299999.9360414222,0.0001,293.15,-1.9574823912401892e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5063498649855299,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,72,0.71,0.72,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999871887204,0.00020000002926071284,199999.93604142216,-2.9103830456733704e-11,299999.93906822056,0.0001,293.15,-8.093647936103045e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5064387207480716,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,73,0.72,0.73,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999878292843,0.00020000002788324255,199999.93906822053,-2.9103830456733704e-11,299999.94192039594,0.0001,293.15,-1.2046312948890588e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5065275604990352,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,74,0.73,0.74,False,1.0,1.0,GRID,3600000.0,1.0,False,188.499998843782,0.00020000002658628724,199999.94192039594,0.0,299999.944656156,0.0001,293.15,-4.569920185543522e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5066163842413092,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,75,0.74,0.75,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999989015929,0.00020000002534108306,199999.944656156,0.0,299999.9472172931,0.0001,293.15,5.096949002181964e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5067051919777814,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,76,0.75,0.76,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999895651325,0.0002000000241770565,199999.94721729308,0.0,299999.94966201484,0.0001,293.15,4.5161390306667535e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5067939837113393,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,77,0.76,0.77,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999900868758,0.0002000000230654105,199999.9496620148,-2.9103830456733704e-11,299999.9519903213,0.0001,293.15,5.041211344853818e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5068827594448697,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,78,0.77,0.78,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999990582532,0.00020000002200643642,199999.95199032128,0.0,299999.9542022124,0.0001,293.15,6.675079331506026e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.506971519181259,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,79,0.78,0.79,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999910534052,0.00020000002100041108,199999.95420221236,-2.9103830456733704e-11,299999.9562976882,0.0001,293.15,9.420511229820213e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5070602629233931,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,80,0.79,0.8,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999991500735,0.00020000002004759738,199999.9562976882,0.0,299999.9583349563,0.0001,293.15,1.3475658306241368e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5071489906741572,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,81,0.8,0.81,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999919256982,0.00020000001911914123,199999.95833495632,0.0,299999.9602558091,0.0001,293.15,5.741804552433417e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5072377024364362,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,82,0.81,0.8200000000000001,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999923294132,0.00020000001824438388,199999.9602558091,-2.9103830456733704e-11,299999.9621184543,0.0001,293.15,-6.774625673812506e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5073263982131142,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,83,0.8200000000000001,0.8300000000000001,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999927129426,0.00020000001739444692,199999.96211845425,-2.9103830456733704e-11,299999.9638646841,0.0001,293.15,5.375083163934257e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5074150780070752,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,84,0.8300000000000001,0.84,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999930772955,0.00020000001659864833,199999.96386468413,2.9103830456733704e-11,299999.9655527063,0.0001,293.15,6.185185447583435e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5075037418212023,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,85,0.84,0.85,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999934234307,0.00020000001582808776,199999.9655527063,2.9103830456733704e-11,299999.9671243131,0.0001,293.15,8.337943123480955e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5075923896583782,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,86,0.85,0.86,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999993752259,0.0002000000151120623,199999.96712431317,5.820766091346741e-11,299999.9686377123,0.0001,293.15,5.252224718511878e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.507681021521485,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,87,0.86,0.87,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999994064646,0.0002000000144216518,199999.96863771227,-2.9103830456733704e-11,299999.9701511115,0.0001,293.15,-9.218876329637412e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5077696374134045,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,88,0.87,0.88,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999943614137,0.00020000001372792682,199999.97015111148,0.0,299999.97154809535,0.0001,293.15,1.4201895410547473e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5078582373370178,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,89,0.88,0.89,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999994643343,0.00020000001308926078,199999.97154809535,0.0,299999.97288687155,0.0001,293.15,-1.2969901519964527e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5079468212952056,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,90,0.89,0.9,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999994911176,0.00020000001247670729,199999.97288687155,0.0,299999.9741092324,0.0001,293.15,9.748734843472934e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.508035389290848,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,91,0.9,0.91,False,1.0,1.0,GRID,3600000.0,1.0,False,188.4999995165617,0.0002000000119195197,199999.9741092324,-2.9103830456733704e-11,299999.97527338564,0.0001,293.15,9.99762496097302e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5081239413268245,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,92,0.91,0.92,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999954073363,0.0002000000113887363,199999.97527338567,2.9103830456733704e-11,299999.97643753886,0.0001,293.15,-1.1309751149924653e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5082124774060142,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,93,0.92,0.93,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999956369695,0.00020000001085538824,199999.97643753886,0.0,299999.9775434844,0.0001,293.15,-3.526511873318287e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5083009975312957,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,94,0.93,0.9400000000000001,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999958551209,0.00020000001034870758,199999.9775434844,-2.9103830456733704e-11,299999.9785912223,0.0001,293.15,9.833848470773643e-14,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5083895017055469,293.15,0.0,0.0
healthy_25pct_400ms_sag,DRESSING_WATER_SUPPORT,95,0.9400000000000001,0.9500000000000001,False,1.0,1.0,GRID,3600000.0,1.0,False,188.49999960623649,0.00020000000986881614,199999.97859122232,0.0,299999.97958075255,0.0001,293.15,2.8783514959516834e-13,1.0,1.0,1.0,1.0,1.0,1.0,293.15,1.0,DRESS,0.5084779899316454,293.15,0.0,0.0
